memberID,name,membershipType,enrollmentDate,className,timeSlot
M0970,Vivaan,monthly,2023-10-01,Strength,08:00
M0971,Ishaan,monthly,2025-02-15,Zumba,08:00
M0972,Aditya,monthly,2024-05-26,Strength,06:00
M0973,Pranav,monthly,2024-08-24,Pilates,07:00
M0974,Aarav,quarterly,2025-03-17,Zumba,08:00
M0975,Varun,annual,2023-03-14,Cardio,17:00
M0976,Sneha,monthly,2023-01-13,Strength,12:00
M0977,Kushvendra,monthly,2023-08-08,Yoga,08:00
M0978,Riya,monthly,2023-01-19,Yoga,12:00
M0979,Sneha,monthly,2025-12-19,Strength,07:00
M0980,Neha,monthly,2025-09-25,Yoga,07:00
M0981,Kavya,monthly,2025-03-20,Pilates,08:00
M0982,Manthan,monthly,2024-01-09,Strength,08:00
M0983,Aditya,annual,2025-06-18,Zumba,07:00
M0984,Manthan,quarterly,2023-01-12,Pilates,18:30
M0985,Saanvi,monthly,2024-08-06,Yoga,07:00
M0986,Ayush,monthly,2024-11-09,Yoga,07:00
M0987,Saanvi,annual,2024-06-28,Yoga,12:00
M0988,Sneha,quarterly,2023-09-18,Pilates,12:00
M0989,Varun,quarterly,2025-03-07,Zumba,06:00
M0990,Aditya,quarterly,2023-09-16,Zumba,08:00
M0991,Varun,monthly,2024-04-29,Yoga,18:30
M0992,Kushvendra,monthly,2023-01-17,Cardio,12:00
M0993,Pranav,monthly,2023-06-19,Cardio,07:00
M0994,Maya,monthly,2025-11-13,Zumba,07:00
M0995,Kavya,quarterly,2024-06-23,Spin,07:00
M0996,Neha,monthly,2023-07-31,Spin,18:30
M0997,Varun,quarterly,2024-01-22,Strength,18:30
M0998,Arjun,monthly,2023-09-28,Cardio,06:00
M0999,Kavya,annual,2023-10-27,Cardio,06:00
M1000,Maya,monthly,2023-04-15,Cardio,12:00
